chr8	21197997	33	31	33	33	35	30	36	35	95	31	42	27	32	89	23	0
chr8	24885551	40	36	38	22	41	50	28	22	112	21	28	34	25	94	29	0
chr8	39058397	41	42	49	25	26	42	34	27	104	25	38	27	47	94	23	0
chr8	58710301	44	21	33	31	35	53	33	26	107	35	42	29	25	93	25	0
chr8	63367971	30	32	30	24	41	39	22	19	104	25	45	32	25	85	26	0
chr9	18915429	29	34	42	22	34	41	24	21	110	25	31	37	29	91	27	0
chr9	37333900	38	37	35	29	38	47	27	25	113	18	48	37	28	91	30	0
chr9	69851270	33	31	25	24	25	36	22	14	86	20	36	27	29	76	24	0
chr10	2276533	36	33	34	27	37	36	22	30	116	29	35	33	30	70	20	0
chr10	36203178	46	32	40	40	32	49	35	25	99	28	35	34	23	68	28	2
chr10	128958189	45	40	34	30	28	36	20	15	103	20	29	32	29	72	13	0
chr11	23472044	32	41	42	39	32	34	25	19	107	33	30	38	29	69	29	0
chr11	32308675	46	46	35	23	41	38	18	28	94	17	43	0	22	73	28	0
chr11	77589808	24	36	25	31	22	28	24	13	87	17	36	37	39	87	33	0
chr11	80996212	36	35	38	34	31	44	31	19	126	24	32	37	18	87	22	0
chr11	99772307	45	36	33	32	40	42	31	23	105	21	29	32	25	90	39	2
chr11	106698019	31	29	46	32	34	50	21	27	86	21	37	35	21	69	26	0
chr11	112720896	51	41	34	25	42	46	15	13	107	17	37	35	28	86	22	0
chr12	16390200	37	31	34	26	21	29	19	23	114	27	23	15	16	68	5	6
chr12	20590527	45	39	35	25	44	49	22	24	98	25	29	35	30	95	21	0
chr12	21234864	25	41	38	30	28	41	32	22	109	25	25	36	30	68	19	6
chr12	66129012	28	25	28	33	36	65	22	21	102	29	34	33	18	86	20	0
chr12	84044546	37	33	27	36	34	37	30	17	97	20	38	0	26	96	24	0
chr12	102582395	38	43	35	18	37	37	32	21	86	20	40	33	33	83	32	0
chr13	56968007	36	34	40	27	43	41	24	16	97	24	29	26	24	75	24	0
chr13	93776833	45	39	34	23	38	40	40	30	89	24	41	32	32	84	24	0
chr13	105935342	48	34	37	27	31	34	28	8	83	22	24	35	27	77	26	0
chr14	46402523	43	39	36	41	32	53	48	25	106	22	48	31	26	83	24	0
chr14	47752636	35	43	35	25	43	50	26	26	107	25	34	45	27	65	27	0
chr14	86144338	45	32	42	34	31	42	28	31	91	28	33	39	23	90	24	0
chr14	87412577	40	39	25	36	29	37	29	27	90	20	31	35	21	69	25	0
chr14	102232184	37	35	36	27	32	35	20	15	94	27	33	41	30	88	24	0
chr15	77965039	25	44	29	22	30	44	23	17	85	18	38	37	21	76	25	0
chr17	11511285	40	31	31	26	37	39	26	21	84	25	38	36	27	63	32	0
chr18	58240824	34	34	37	22	48	45	27	15	90	20	39	19	38	101	27	0
chr19	5353362	23	31	32	22	32	40	26	21	62	14	38	32	39	70	20	0
chr19	41358910	28	24	27	14	28	36	23	12	76	8	23	27	23	85	18	0
chr19	56207041	36	29	28	20	31	39	21	21	80	15	35	30	23	90	27	0
chr20	8091662	31	35	38	31	51	48	25	19	118	23	38	41	21	84	25	0
chr21	28030660	41	34	26	19	29	38	21	22	92	31	23	33	35	63	30	0
chrX	22600348	21	22	18	15	13	25	14	11	63	12	19	14	10	38	7	0
chrX	90035299	16	11	12	7	12	14	12	6	47	10	12	16	2	15	8	0
chrX	90035300	23	17	16	11	14	16	14	8	53	12	12	21	5	15	9	8
chr1	67792120	36	36	38	24	38	47	27	20	86	28	37	29	32	85	23	0
chr1	69594465	32	51	36	29	39	49	33	31	96	20	50	33	29	83	19	0
chr1	73103819	45	33	33	19	38	32	26	26	111	26	36	34	27	62	21	0
chr1	75031641	43	37	30	29	40	43	38	24	126	29	41	39	22	94	25	0
chr1	106433582	25	30	25	39	33	41	25	17	89	20	38	21	30	55	30	0
chr1	216073389	38	35	26	31	34	40	27	21	111	24	41	46	40	72	19	0
chr1	243101908	38	37	37	25	26	53	16	19	97	15	29	27	25	87	18	0
chr1	247586943	43	35	31	30	38	48	35	28	103	21	32	39	24	82	24	0
chr2	351180	31	49	37	37	34	37	22	23	115	25	41	43	25	88	16	0
chr2	16447389	29	29	27	20	33	29	24	13	93	21	25	30	26	62	22	0
chr2	34434698	39	46	23	43	38	44	27	23	89	17	30	37	12	75	25	0
chr2	36780923	18	16	18	10	14	24	15	13	51	12	0	13	15	0	17	0
chr2	67767848	32	40	43	33	27	53	22	21	112	33	47	32	33	99	21	2
chr2	72413392	36	37	32	30	27	49	37	28	117	25	40	43	29	90	23	0
chr2	78440878	31	32	36	32	40	41	27	27	101	28	37	36	31	96	33	6
chr2	87577227	43	36	32	18	43	35	33	34	95	29	32	0	29	86	23	0
chr2	89221894	18	21	18	10	22	22	19	5	60	13	25	21	11	41	16	0
chr2	97092979	43	32	31	27	40	40	22	22	97	23	50	40	30	101	27	0
chr2	103395303	27	39	34	23	31	41	21	21	94	26	42	30	20	73	0	0
chr2	114787255	30	37	32	34	42	44	31	14	103	24	29	40	32	80	28	0
chr2	115852478	28	44	35	28	31	42	39	22	103	41	37	35	21	58	25	0
chr2	125896768	20	29	18	24	27	30	25	20	78	16	34	26	24	96	15	12
chr2	145726840	41	46	28	29	28	52	39	29	120	20	28	25	32	75	31	0
chr2	150320593	39	33	37	36	31	38	37	34	91	22	24	30	25	97	12	0
chr2	165510607	46	37	35	34	48	42	36	27	111	24	42	29	21	75	21	0
chr2	181967657	39	34	40	28	42	41	24	22	127	28	25	33	35	90	24	0
chr2	182139702	37	40	32	26	45	58	41	19	108	26	41	30	27	84	26	12
chr2	192080361	32	27	39	39	33	46	27	28	116	19	28	49	23	77	25	0
chr2	213928421	39	39	34	32	45	41	30	18	111	27	23	32	26	84	25	0
chr2	215959675	27	46	56	29	30	45	19	21	98	19	28	38	25	92	29	0
chr2	222196201	38	39	32	29	39	43	34	21	108	18	43	40	40	85	24	8
chr2	230342931	33	41	42	45	35	52	26	21	114	36	44	42	39	98	23	0
chr3	21629090	26	33	35	43	38	52	25	26	112	30	40	25	28	82	27	0
chr3	42145825	36	38	36	27	41	44	24	24	116	19	26	37	37	73	21	0
chr3	81717267	40	30	34	37	43	43	31	18	107	26	28	33	29	95	30	0
chr3	138454711	35	46	37	17	25	41	23	18	79	23	24	28	32	81	33	0
chr3	138730557	30	39	36	31	49	34	28	22	111	29	32	19	43	99	0	0
chr3	144011147	35	39	38	22	39	31	31	19	105	29	38	45	25	88	28	0
chr3	147417440	46	38	34	24	26	29	14	22	100	25	28	31	23	67	23	0
chr3	181620320	46	36	45	40	44	54	23	28	109	30	32	49	23	0	18	0
chr3	192955510	40	38	38	28	32	52	30	20	130	26	28	28	21	73	25	6
chr3	192955522	40	36	38	27	31	52	30	20	129	26	27	28	21	73	26	6
chr4	23014031	43	28	29	43	46	47	23	19	104	23	24	40	25	89	17	0
chr4	27061219	31	22	39	18	29	39	15	27	113	26	31	42	20	62	29	0
chr4	31513400	31	36	33	22	31	47	27	21	96	30	34	32	24	84	24	0
chr4	38943245	22	43	36	22	39	33	27	15	113	27	44	43	28	96	29	0
chr4	59456887	42	37	39	35	31	39	30	21	115	28	32	31	27	80	18	0
chr4	64968621	24	40	30	31	39	60	24	15	90	26	50	28	25	76	30	0
chr4	79524651	40	37	26	45	41	37	38	28	112	25	36	34	33	73	21	0
chr4	91811626	38	32	41	31	36	47	31	23	127	33	35	27	30	80	21	0
chr4	92687350	32	35	33	35	29	24	24	31	112	18	32	30	34	72	22	0
chr4	93837429	34	31	33	34	30	34	21	30	103	19	49	36	27	71	21	0
chr4	105559061	42	38	41	36	52	59	37	20	130	27	35	51	23	88	28	0
chr4	110837651	34	30	35	30	43	46	17	27	118	20	39	38	22	77	29	0
chr4	115156261	37	35	34	40	41	54	31	24	90	27	24	43	33	70	20	0
chr4	133743826	39	36	32	31	42	41	22	25	112	24	24	35	21	0	28	0
chr4	134772682	42	36	28	26	39	43	25	28	118	19	42	35	33	65	22	0
chr4	135960648	42	42	40	30	39	53	19	22	106	31	38	34	19	65	24	0
chr4	137397618	46	35	35	29	31	47	34	34	92	33	36	42	21	81	27	0
chr4	141804663	42	35	31	38	37	58	38	28	125	18	27	37	31	74	26	0
chr4	154909239	46	32	35	30	34	45	29	22	126	23	40	35	20	89	26	0
chr4	174192318	37	36	37	36	42	51	28	16	103	28	51	30	27	78	25	0
chr5	1731625	31	33	31	20	25	38	23	17	93	14	49	34	29	89	30	0
chr5	15059738	38	33	42	30	44	48	32	21	122	25	43	24	24	64	24	0
chr5	20911734	36	37	26	37	35	35	22	18	105	29	32	34	28	71	16	0
chr5	45649112	26	45	27	40	35	50	24	30	106	32	0	25	23	70	25	0
chr5	98167981	42	32	31	46	30	31	22	25	108	22	30	24	32	78	19	0
chr5	102046110	17	34	35	29	38	44	28	33	104	34	35	34	22	76	15	0
chr5	109652519	38	43	39	23	48	47	38	24	103	34	23	27	25	69	31	0
chr5	117441230	31	36	42	26	35	40	23	19	99	24	33	33	24	80	20	0
chr5	125804498	40	39	52	32	53	59	24	29	129	30	47	36	32	79	25	0
chr5	132791144	43	28	39	35	40	41	19	16	108	21	42	39	30	76	30	0
chr5	140762420	31	34	40	20	34	46	36	32	98	32	42	39	37	90	28	0
chr5	164145915	28	35	38	31	34	40	33	26	106	19	41	35	25	70	32	0
chr5	164390798	35	29	25	29	31	46	20	19	108	29	36	23	18	83	28	0
chr5	165164156	35	34	26	28	30	37	34	21	97	23	31	35	19	74	21	0
chr5	169323831	40	36	34	42	41	39	30	23	92	23	26	57	25	63	24	0
chr6	14485154	42	39	50	25	31	42	34	22	104	25	32	33	45	74	30	0
chr6	68362140	36	44	39	25	37	36	21	23	111	24	37	43	29	94	21	0
chr6	111976741	53	48	29	34	33	51	37	25	110	23	49	32	30	88	24	0
chr6	114634316	40	34	30	34	29	56	19	26	108	26	44	42	26	73	22	0
chr6	155964307	34	33	25	28	46	42	14	17	106	25	44	36	30	67	17	0
chr7	9452145	40	40	30	23	31	56	30	26	106	23	41	32	25	90	14	10
chr7	20773700	32	37	34	23	46	41	20	20	95	23	29	34	30	102	28	0
chr7	48893210	38	43	34	36	35	42	20	20	112	29	30	21	21	81	30	0
chr7	52260299	23	37	29	19	27	36	15	21	83	21	34	36	18	79	30	0
chr7	54358564	30	40	35	34	29	44	31	23	112	32	29	43	19	64	27	0
chr7	77250294	30	33	32	31	33	44	37	23	103	36	24	42	44	92	30	0
chr7	80917897	35	36	27	26	35	47	27	16	103	16	28	25	27	84	28	0
chr7	118580384	40	36	33	23	44	46	35	22	117	31	34	34	32	62	26	0
chr7	120658428	43	45	29	40	27	60	34	30	117	34	38	31	32	65	21	0
chr7	120716147	39	44	32	29	41	44	25	30	138	23	36	29	36	94	21	0
chr7	132462246	43	29	29	30	46	48	31	27	87	18	37	31	28	74	32	0
chr7	146490096	35	29	25	30	30	28	33	19	88	26	37	35	21	76	22	0
chr7	154141909	30	32	29	24	36	29	31	16	90	17	26	24	15	73	15	0
chr8	3976995	35	22	29	27	39	34	29	22	92	22	37	41	27	79	13	0
chr8	13992317	51	29	49	29	33	41	25	23	98	26	51	17	27	79	35	0
chr8	15592384	39	30	31	24	27	48	26	28	118	19	28	30	28	74	24	0
chr8	18112328	56	27	39	19	43	38	29	26	94	20	47	38	29	83	22	0
chr8	28883788	42	36	21	27	26	31	24	22	81	22	31	28	33	88	33	0
chr8	46713041	39	34	30	34	42	51	31	22	95	16	50	34	43	93	22	0
chr8	57199427	27	34	27	30	31	40	26	22	107	22	40	44	22	79	26	0
chr8	82652310	44	38	25	28	29	36	24	24	123	20	34	27	34	55	26	0
chr8	99530433	39	43	32	24	39	58	32	14	109	17	37	29	22	87	28	0
chr8	107267275	38	31	34	31	39	45	24	27	106	22	32	28	16	75	31	0
chr8	113040016	37	38	37	33	31	41	31	15	103	32	28	32	30	87	24	8
chr8	138944218	23	30	20	24	27	34	15	12	69	10	40	25	29	71	21	0
chr8	139053962	28	39	41	30	28	33	26	18	106	26	34	34	26	71	20	0
chr9	76844941	33	32	30	29	40	47	29	27	105	30	39	32	37	94	31	0
chr9	99448857	34	32	27	31	46	50	26	27	109	18	40	36	32	83	25	10
chr9	103397506	39	33	28	26	38	38	36	30	103	23	26	28	34	72	15	0
chr10	2252132	43	37	38	33	21	36	25	19	92	34	31	30	19	79	20	0
chr10	28175305	33	39	37	20	30	50	25	20	96	19	40	20	28	67	29	0
chr10	36266404	36	29	19	38	35	36	28	18	107	22	24	25	32	71	17	0
chr10	66334992	53	31	30	22	32	40	22	17	89	32	32	29	23	71	21	0
chr10	76178227	29	29	28	23	41	42	24	19	106	22	30	39	21	78	24	0
chr10	85795891	35	37	34	27	40	43	32	31	107	31	26	45	40	74	18	0
chr10	121574353	29	20	23	19	27	43	25	17	102	19	44	29	24	70	26	0
chr10	128891644	37	30	37	20	39	33	16	15	92	22	37	42	22	79	13	6
chr11	1054101	25	25	27	19	32	30	19	16	68	16	32	31	28	70	28	2
chr11	6424905	34	47	33	29	48	56	34	14	112	23	44	34	28	92	16	0
chr11	37677169	41	26	28	19	37	49	28	22	96	22	26	37	28	85	22	0
chr11	64090762	36	20	27	16	26	44	13	18	85	17	34	29	24	69	15	0
chr11	77313629	47	34	33	21	27	29	32	17	86	28	37	27	22	85	21	0
chr11	89086000	29	38	33	37	31	42	36	28	93	21	31	41	35	87	36	0
chr11	91103968	45	39	29	26	34	54	25	31	87	29	31	34	30	58	29	0
chr11	97973245	32	37	33	29	31	44	28	22	108	27	28	30	29	62	26	0
chr11	99071384	44	43	30	31	35	39	24	33	116	31	36	18	25	73	31	0
chr11	99947084	35	28	37	32	34	41	39	15	112	26	49	31	30	78	20	0
chr11	124418871	39	46	41	35	30	51	26	33	100	23	27	35	33	75	15	0
chr11	127395572	46	36	41	31	35	39	24	18	100	24	64	34	21	88	27	0
chr11	133471355	32	47	33	22	43	47	23	26	99	30	56	28	15	88	20	0
chr12	2079260	34	35	32	23	34	33	22	28	112	20	43	38	20	76	27	0
chr12	23357729	31	35	27	35	40	47	17	15	121	27	28	42	23	62	17	6
chr12	52421184	36	28	26	17	31	30	25	18	87	8	24	40	23	82	24	0
chr12	61149559	30	36	28	21	33	27	26	17	92	31	33	24	30	90	28	0
chr12	83328729	40	35	43	46	35	38	33	26	99	29	37	26	19	81	20	0
chr12	120272184	21	22	24	16	21	27	21	18	70	18	32	40	28	79	11	0
chr12	122729559	34	35	32	17	34	39	28	8	125	14	32	38	25	87	14	0
chr13	33309138	41	33	39	30	40	57	26	28	110	26	27	33	37	75	22	0
chr13	58470587	30	36	32	28	40	49	23	22	79	24	27	32	31	84	27	0
chr13	67259583	28	41	31	40	35	46	35	26	113	20	26	36	24	77	29	0
chr13	68302926	34	37	42	37	36	52	25	21	103	24	40	25	30	83	19	0
chr13	69249081	36	38	32	30	35	51	19	16	104	33	43	40	26	94	22	0
chr13	70458824	38	38	33	35	37	62	33	22	95	31	45	38	22	87	23	0
chr13	70551140	34	36	33	29	36	36	26	23	89	19	26	31	20	97	24	0
chr13	70732274	27	33	28	31	43	35	31	28	85	20	47	30	25	67	19	0
chr13	81101051	33	30	32	36	39	41	26	22	91	15	28	34	29	76	26	0
chr13	81566983	33	41	25	23	39	42	27	16	89	30	36	35	31	67	27	0
chr13	89000104	36	31	38	33	34	40	30	19	93	28	33	39	35	82	27	0
chr13	91775367	42	33	43	28	49	51	24	21	101	26	52	36	25	81	26	0
chr13	102747790	43	39	41	34	34	49	29	36	110	26	37	35	39	90	32	0
chr13	103482864	44	40	34	30	34	41	33	18	99	28	34	30	26	0	30	0
chr14	32763516	29	39	37	35	38	34	30	20	98	23	35	44	39	77	31	0
chr14	39851640	38	48	38	33	44	38	36	30	102	20	42	28	25	68	24	12
chr14	46312130	32	33	34	36	46	45	29	20	99	32	42	29	29	77	27	0
chr14	78226528	29	28	34	18	44	44	19	13	103	20	32	30	26	80	29	4
chr14	82375756	32	50	33	26	54	44	39	20	108	31	46	27	19	78	22	0
chr14	105878739	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr15	71492980	43	44	21	34	41	45	27	27	110	26	33	41	29	87	22	0
chr15	77288035	44	38	35	33	42	51	28	29	94	27	54	35	33	88	36	0
chr15	83433250	25	30	27	24	33	35	20	19	87	20	48	35	21	88	28	1
chr16	7328634	24	40	26	28	30	35	35	10	84	22	39	28	25	77	26	0
chr16	22033980	32	51	48	39	43	44	31	17	110	36	53	37	32	93	24	0
chr16	33053821	92	83	89	62	81	103	56	60	151	48	71	55	43	128	43	0
chr16	73551963	26	29	39	24	29	40	27	21	93	22	29	28	26	58	30	0
chr16	79833681	34	37	29	30	38	42	24	30	97	26	43	26	15	75	18	0
chr17	13532383	31	19	33	31	29	44	27	27	85	21	27	35	28	75	30	0
chr17	15588735	45	28	34	25	39	33	34	17	92	27	42	30	30	87	24	0
chr17	81960029	32	22	17	8	28	27	12	12	59	9	47	25	36	60	20	0
chr17	82345520	52	20	26	16	32	30	22	18	79	16	38	33	30	86	21	0
chr18	27653681	38	47	31	40	40	36	25	22	89	29	28	32	28	79	26	0
chr18	30627147	47	50	31	15	33	34	19	31	94	26	34	31	33	89	27	0
chr18	32170541	49	36	31	24	42	43	19	23	95	26	31	30	30	86	26	0
chr18	37786874	35	27	36	21	28	35	23	19	103	23	25	23	31	62	30	0
chr18	64631457	36	34	19	24	32	37	27	20	87	27	36	37	27	67	29	0
chr18	67560890	36	32	23	23	42	44	22	25	100	32	34	37	31	63	24	0
chr19	11735285	40	30	22	24	36	44	17	20	84	18	34	47	32	71	28	0
chr19	20395194	36	27	32	24	32	42	18	22	89	21	58	32	24	84	23	0
chr20	12646721	43	27	32	22	30	48	35	26	106	20	38	34	34	77	15	0
chr20	46890483	25	39	24	27	30	47	27	21	108	24	46	36	28	78	32	2
chr21	13231668	37	37	29	34	32	45	26	24	97	27	34	27	31	75	23	0
chr21	19917897	47	40	36	36	44	48	22	23	91	28	37	33	25	92	28	0
chr21	45404481	31	41	22	25	24	40	9	16	87	11	38	32	30	90	15	0
chr21	46632856	37	41	25	34	36	42	27	16	105	26	44	38	30	83	27	0
chr22	21082577	26	29	33	18	24	41	26	18	83	17	39	39	31	86	34	0
chr22	31466521	32	32	29	14	39	39	23	26	74	19	43	39	34	91	24	0
chrX	7064111	13	13	17	10	13	19	13	15	33	9	12	15	22	38	10	0
chrX	8535657	20	15	18	13	16	16	12	14	44	12	10	15	5	31	10	0
chrX	28660203	23	19	15	14	22	16	11	7	68	10	25	14	15	35	10	0
chrX	31788340	18	19	20	13	22	18	21	5	40	14	11	23	10	32	13	0
chrX	34289281	23	17	17	8	21	16	13	11	48	17	16	10	11	26	13	0
chrX	47764523	23	14	18	18	16	20	18	11	42	14	7	22	18	42	12	0
chrX	82125312	14	17	16	8	25	24	18	11	48	4	24	15	10	37	10	0
chrX	82417682	17	18	23	15	15	14	12	12	46	8	14	15	12	34	16	0
chrX	83538822	23	15	10	13	22	22	9	5	54	13	16	12	17	43	9	0
chrX	84827150	25	10	19	15	19	20	16	17	45	13	18	15	11	28	12	0
chrX	86108976	14	20	18	17	16	22	16	13	42	17	20	16	13	38	7	0
chrX	89008459	20	26	17	13	13	21	13	14	50	13	22	15	13	39	14	0
chrX	93237415	19	18	15	13	13	11	9	13	36	10	13	13	16	38	11	0
chrX	99751803	15	17	18	11	20	27	22	6	45	14	18	21	14	42	11	0
chrX	110405355	19	19	16	13	19	26	14	18	70	14	19	16	16	31	16	0
chrX	123310832	21	24	22	18	23	18	17	16	75	13	24	22	13	56	14	0
chrX	133697525	14	27	17	9	21	17	15	8	46	16	17	13	6	42	12	0
chrX	143827370	22	20	12	12	11	24	17	7	31	11	12	17	14	45	9	0
chrY	4501539	23	19	20	12	6	18	13	10	36	15	6	10	7	36	16	0
chrY	5900349	17	14	12	17	22	26	12	6	57	16	13	12	16	36	18	0
chrY	19693326	21	16	14	16	20	22	16	16	42	10	19	17	18	40	11	0
chrY	19735445	16	20	15	22	15	29	18	16	58	17	32	16	0	34	14	0
chr1	1017599	22	37	19	12	25	21	15	20	60	10	45	28	31	75	14	0
chr1	26264672	39	36	40	16	32	47	17	15	98	31	45	37	34	86	22	0
chr1	146428792	26	26	43	25	41	47	22	16	96	21	35	32	17	87	26	0
chr1	162842689	41	34	27	32	33	48	29	21	95	26	35	23	37	86	29	0
chr1	170326378	50	39	37	30	41	52	32	23	110	29	45	32	17	113	36	10
chr1	174351743	29	39	20	24	24	36	23	21	95	16	28	35	29	96	0	0
chr1	183327877	40	35	29	17	35	42	29	21	90	22	38	37	25	0	26	0
chr1	240714054	32	33	18	27	30	42	20	24	96	13	38	31	24	71	22	0
chr2	34373156	41	35	26	16	31	50	20	19	106	25	39	32	29	74	21	0
chr2	140000237	33	31	26	22	26	35	32	12	81	24	29	39	18	90	20	14
chr2	169532467	36	40	51	37	40	54	30	23	100	28	36	29	34	71	32	0
chr2	217671917	33	46	40	38	37	53	30	29	115	23	35	30	28	72	18	0
chr3	48589160	19	29	40	16	29	31	22	14	80	22	31	38	18	94	24	0
chr3	60678793	34	28	25	36	35	37	29	16	100	26	23	29	43	79	21	0
chr3	90051619	37	31	28	39	35	46	25	25	108	29	23	44	26	66	15	0
chr3	97333521	26	47	30	31	29	50	20	17	123	30	44	43	23	64	26	0
chr3	169537718	39	47	36	26	41	37	37	22	111	33	30	34	36	94	17	0
chr4	23155327	42	38	35	26	41	43	34	22	128	24	41	40	36	96	24	0
chr4	55188489	36	36	32	36	41	39	26	16	96	31	40	21	20	77	0	0
chr4	91642917	42	45	32	43	38	57	24	23	120	21	36	34	35	82	20	0
chr4	110793839	42	39	24	27	44	49	27	20	82	26	34	31	32	89	31	0
chr4	116173402	29	41	27	30	43	34	34	15	89	28	39	40	25	73	30	0
chr4	120202280	32	34	25	29	40	48	22	20	103	23	49	39	35	89	28	2
chr4	135628145	31	39	29	38	35	43	33	19	103	25	39	19	27	80	29	0
chr4	135993182	31	31	33	20	39	46	28	15	107	30	25	44	24	70	22	0
chr4	171396176	34	41	36	20	37	41	25	28	118	18	33	30	38	72	33	0
chr5	23388277	36	34	29	23	39	39	22	28	97	26	29	19	32	62	19	0
chr5	36912503	43	41	41	31	34	49	28	28	119	29	37	25	46	90	20	0
chr5	145208870	30	30	21	36	25	47	41	24	93	30	35	43	19	74	36	0
chr5	172677639	44	30	36	23	23	35	21	23	83	20	47	37	24	83	34	0
chr6	44410864	42	37	34	32	35	38	24	25	107	24	45	49	26	83	33	0
chr6	56916861	53	37	30	31	32	49	33	27	101	19	39	24	32	77	35	0
chr6	76237973	36	35	47	32	31	38	25	27	113	21	37	32	26	84	23	0
chr6	150033583	45	34	36	19	45	42	19	22	104	19	33	31	27	82	25	0
chr6	161462113	46	34	29	36	36	37	35	25	114	12	48	26	31	80	17	0
chr7	23517510	39	33	40	20	39	31	17	15	73	26	33	28	33	75	30	0
chr7	27050535	24	33	29	14	34	28	23	13	61	22	35	25	29	87	22	0
chr7	64351883	24	43	27	31	42	44	14	15	108	28	28	33	22	81	13	0
chr7	130251302	36	36	34	28	40	32	27	29	121	17	37	30	34	88	24	0
chr7	134526844	34	24	30	23	46	46	21	20	94	25	24	46	22	72	25	0
chr8	506749	43	39	37	27	46	51	22	21	121	17	26	35	31	89	25	0
chr8	16054892	40	30	20	33	30	44	29	24	86	27	52	43	27	73	21	0
chr8	34780994	27	41	21	35	39	44	22	18	79	24	31	33	31	68	20	0
chr9	14206179	29	26	28	23	22	34	19	17	80	16	29	24	18	63	15	0
chr9	26346713	36	38	29	27	32	34	26	19	101	20	39	31	38	83	23	0
chr9	69238700	52	51	41	32	35	52	27	15	124	27	31	34	32	89	29	0
chr9	94374653	30	26	29	25	37	49	28	19	94	25	46	35	31	84	16	0
chr9	110433505	41	42	39	35	39	42	27	29	110	22	39	40	20	93	27	0
chr10	46313749	26	34	32	24	27	33	36	24	96	14	37	31	29	70	19	0
chr10	77588317	42	27	32	23	51	43	29	21	82	14	24	28	34	69	24	0
chr10	131625040	4	3	1	2	6	7	3	0	13	3	25	23	28	67	13	12
chr11	35597799	39	37	31	35	34	46	31	29	101	23	53	44	30	87	33	0
chr11	69122534	19	11	23	10	20	19	13	8	41	8	38	32	35	77	26	8
chr11	85559155	37	42	29	39	42	40	35	20	98	29	31	40	25	87	25	0
chr11	101264914	31	28	43	18	39	47	23	22	99	26	37	25	30	77	17	0
chr11	116224893	31	28	37	27	34	31	22	17	81	20	36	38	35	82	24	0
chr11	129071091	45	45	31	30	38	42	30	26	96	29	48	41	25	98	36	0
chr12	24278488	47	35	32	27	35	46	28	25	100	29	43	31	28	80	27	0
chr12	59039998	34	38	27	37	44	47	31	18	114	31	32	31	33	94	26	0
