chrX	7064111	91	94	62	10	12	15
chrX	8535657	74	88	51	17	9	18
chrX	28660203	91	67	87	12	13	28
chrX	31788340	90	91	75	13	11	15
chrX	34289281	98	98	94	11	9	31
chrX	47764523	85	85	65	13	10	20
chrX	82125312	71	81	82	5	6	19
chrX	82417682	88	103	62	11	14	23
chrX	83538822	74	85	65	11	13	23
chrX	84827150	84	82	54	4	9	21
chrX	86108976	87	100	73	13	12	22
chrX	89008459	98	102	76	7	16	31
chrX	93237415	91	77	65	12	9	25
chrX	99751803	88	92	.	7	10	.
chrX	110405355	85	93	89	10	9	31
chrX	123310832	102	95	69	15	15	27
chrX	133697525	91	88	81	14	11	25
chrX	143827370	97	83	74	7	7	16
chrY	4501539	96	78	65	9	7	25
chrY	5900349	98	89	69	17	15	23
chrY	19693326	98	96	68	12	5	32
chrY	19735445	84	108	47	13	6	30
chr1	1017599	128	118	130	30	17	42
chr1	26264672	187	184	158	28	22	49
chr1	146428792	165	195	146	20	19	49
chr1	162842689	156	170	128	21	16	46
chr1	170326378	186	209	134	38	18	61
chr1	174351743	142	163	126	21	15	56
chr1	183327877	165	186	147	27	18	49
chr1	240714054	139	187	133	23	15	.
chr2	34373156	168	185	141	32	23	54
chr2	140000237	166	169	116	27	18	44
chr2	169532467	170	195	157	22	24	52
chr2	217671917	188	178	142	24	16	49
chr3	48589160	145	151	143	32	14	47
chr3	60678793	170	184	118	20	27	46
chr3	90051619	160	186	115	26	26	42
chr3	97333521	171	176	108	35	20	64
chr3	169537718	165	217	150	18	16	68
chr4	23155327	188	187	146	29	15	49
chr4	55188489	164	205	138	25	15	52
chr4	91642917	172	188	138	17	16	57
chr4	110793839	184	179	130	25	20	58
chr4	116173402	172	171	109	24	18	47
chr4	120202280	186	173	122	19	19	55
chr4	135628145	167	202	111	28	22	50
chr4	135993182	188	188	128	20	17	50
chr4	171396176	166	174	110	24	26	49
chr5	23388277	166	194	124	30	22	.
chr5	36912503	177	205	.	19	14	30
chr5	145208870	149	175	131	22	20	43
chr5	172677639	153	158	.	31	12	38
chr6	44410864	182	183	120	19	29	33
chr6	56916861	140	186	128	29	12	63
chr6	76237973	207	207	126	28	15	42
chr6	150033583	139	178	136	26	22	39
chr6	161462113	160	170	134	30	19	50
chr7	23517510	139	156	131	27	13	.
chr7	27050535	133	133	116	18	15	37
chr7	64351883	166	177	135	19	15	48
chr7	130251302	168	186	135	42	22	56
chr7	134526844	154	167	136	32	18	34
chr8	506749	188	185	141	20	25	48
chr8	16054892	185	179	126	26	21	43
chr8	34780994	170	165	113	20	17	53
chr9	14206179	121	135	83	14	11	24
chr9	26346713	169	178	126	21	25	41
chr9	69238700	162	173	141	40	24	44
chr9	94374653	150	161	159	29	19	43
chr9	110433505	195	183	142	34	13	63
chr10	46313749	139	152	128	21	15	41
chr10	77588317	156	160	132	27	18	50
chr10	131625040	24	30	107	28	21	.
chr11	35597799	194	176	140	30	21	48
chr11	69122534	83	92	128	28	17	46
chr11	85559155	194	186	136	27	25	43
chr11	101264914	151	167	131	22	27	55
chr11	116224893	132	163	.	23	10	52
chr11	129071091	203	215	140	21	35	55
chr12	24278488	173	180	151	22	22	48
chr12	59039998	187	186	128	24	26	56
chr12	59208082	152	176	134	21	23	45
chr12	59977885	185	176	108	21	16	.
chr12	59999575	167	196	114	10	18	.
chr12	83023460	159	149	132	16	19	57
chr12	92968160	181	186	152	23	13	48
chr12	122021524	138	157	128	33	14	41
chr12	122022821	141	158	128	30	16	41
chr12	129488162	137	178	132	37	15	49
chr13	61372462	199	171	103	19	17	49
chr13	76737345	190	186	168	26	16	47
chr13	76940106	174	187	149	27	25	47
chr13	112553338	173	166	152	22	14	43
chr14	94475772	146	178	.	30	17	.
chr15	60167668	175	180	134	27	20	55
chr15	65714444	191	172	144	35	20	61
chr15	98123581	87	80	57	18	13	37
chr16	46976253	153	176	143	30	21	58
chr17	12072646	188	167	.	15	18	53
chr17	14644588	196	174	124	13	20	44
chr17	45013363	151	137	.	25	21	49
chr17	76105267	142	125	103	18	11	42
chr18	28800914	173	156	121	21	19	58
chr18	30082851	186	214	139	17	13	38
chr18	56821612	179	203	124	20	25	49
chr18	63938663	180	160	134	22	16	48
chr18	66717324	192	150	155	37	19	47
chr19	20530493	134	168	105	25	16	51
chr19	36441782	121	173	130	28	20	47
chr20	29054281	547	527	.	.	54	.
chr20	46229211	166	154	143	32	18	49
chr20	47563853	176	167	140	25	14	51
chr20	50211835	135	163	137	24	16	50
chr22	12139534	109	122	108	16	14	.
chrX	77496582	80	84	85	28	8	20
chrX	90583013	101	87	53	6	13	23
chrX	99577293	91	83	57	13	7	29
chrX	114029155	79	86	56	14	13	25
chrY	3325310	92	95	78	8	9	22
chr1	79215091	179	168	128	21	26	44
chr2	6264158	204	170	142	31	24	45
chr2	80026217	186	172	145	24	27	55
chr2	118433611	181	187	142	33	18	35
chr2	168893962	172	187	150	26	24	65
chr2	195316721	174	195	128	28	27	44
chr2	214565397	153	175	152	12	22	49
chr3	121759334	160	172	139	23	20	47
chr4	7349388	165	170	147	33	13	40
chr4	32274231	196	166	138	14	17	50
chr4	90210134	196	186	128	21	18	52
chr4	95910063	153	180	124	21	17	54
chr4	153118265	162	173	136	24	29	65
chr5	3459109	173	157	135	27	18	43
chr5	3786568	165	159	132	18	24	44
chr5	54011069	161	161	108	23	22	.
chr5	144355727	168	192	150	24	21	48
chr5	168191876	180	192	123	16	18	47
chr6	33600909	139	159	117	28	24	41
chr6	62955676	174	190	156	22	28	47
chr6	170319724	181	171	152	25	15	47
chr7	69525544	146	153	149	26	16	56
chr7	73995205	151	171	145	24	19	39
chr7	83855184	155	198	142	27	17	49
chr7	106813537	152	191	132	26	15	54
chr8	52591999	181	170	126	26	27	53
chr9	69868817	180	192	134	28	14	54
chr10	126422964	151	178	131	19	23	54
chr12	13952889	174	175	152	19	31	54
chr12	91421905	170	192	127	31	21	56
chr13	101530161	174	170	120	16	15	34
chr14	105865716	0	0	0	.	.	.
chr16	33704451	160	165	123	33	22	46
chr17	71496526	170	193	111	34	23	54
chr20	12538678	167	184	123	16	23	42
chrX	39110270	102	112	78	13	13	28
chrX	87205381	85	74	72	13	18	23
chr1	27668489	155	155	142	21	10	57
chr1	100327633	169	174	.	36	19	45
chr1	197859120	173	183	153	20	18	46
chr2	5690301	153	170	129	31	22	50
chr2	18717311	181	183	120	28	26	48
chr2	124020646	169	187	130	24	11	47
chr3	36122031	182	186	114	22	18	39
chr3	63242781	170	172	120	28	19	45
chr3	91099829	194	200	120	23	16	75
chr3	96842762	190	152	139	20	27	46
chr3	132884287	149	183	134	31	21	64
chr3	189113319	170	189	121	25	19	62
chr3	196164950	130	159	.	32	32	55
chr4	21269569	179	191	117	36	21	52
chr4	21697486	178	190	109	25	14	43
chr4	35159705	167	179	132	20	22	44
chr4	132317219	177	172	122	20	23	49
chr5	38279142	188	160	135	25	18	53
chr6	49818548	173	191	128	25	19	49
chr6	77521241	180	194	131	23	22	54
chr6	129079701	176	165	129	29	13	46
chr6	132012432	181	228	134	13	19	48
chr6	164722545	155	177	138	20	16	44
chr6	164722766	154	176	142	20	18	51
chr6	166957867	153	141	118	18	13	32
chr7	15935099	164	186	147	24	23	51
chr7	52977804	144	184	.	20	16	32
chr7	117286916	163	144	133	28	18	56
chr7	119676239	184	183	127	21	20	58
chr8	126700129	196	213	135	22	24	49
chr9	24165264	167	177	149	22	13	45
chr9	26188583	173	181	120	18	16	48
chr9	108928464	167	175	136	29	23	58
chr10	15705810	168	184	143	20	23	46
chr10	37213276	180	197	144	26	18	30
chr11	89514272	180	202	133	14	21	57
chr12	32657683	148	147	152	22	17	55
chr12	63929135	158	161	116	19	23	62
chr12	126108006	189	181	100	20	13	41
chr14	72040542	163	171	.	27	15	29
chr16	7647568	196	179	131	16	17	46
chr16	7973335	199	181	.	22	14	58
chr17	73889180	168	160	112	32	10	45
chr18	43274437	178	169	154	19	29	52
chr19	22892750	176	152	126	26	25	47
chr19	56194800	142	150	132	26	23	53
chr20	31300951	172	179	139	18	18	39
chrX	104815499	80	103	67	11	16	21
chrY	11408514	75	103	66	11	16	27
